Flag,Duration,protocol,src_ip,src_port,dst_ip,dst_port,Predicted_Value,Real_Value
[<Flag 2 (S)>],5112434,TCP,192.168.101.13,35630,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],5112435,TCP,192.168.101.13,35630,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],5120744,TCP,192.168.101.13,35616,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],5120745,TCP,192.168.101.13,35616,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],5115325,TCP,192.168.101.13,35650,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],5115334,TCP,192.168.101.13,35650,192.168.100.174,21,Brute Force,Brute Force
None,40243240,UDP,192.168.100.197,55720,239.255.255.250,1900,BENIGN,BENIGN
None,41984887,UDP,192.168.100.77,8001,224.0.0.7,8001,BENIGN,BENIGN
None,27954978,Routing,192.168.100.134,0,224.0.0.22,0,BENIGN,BENIGN
None,45057328,UDP,192.168.100.172,54694,239.255.255.250,1900,BENIGN,BENIGN
[<Flag 2 (S)>],7121280,TCP,192.168.101.13,35578,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7121289,TCP,192.168.101.13,35578,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7122406,TCP,192.168.101.13,35572,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7122409,TCP,192.168.101.13,35572,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7136775,TCP,192.168.101.13,35604,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7136784,TCP,192.168.101.13,35604,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7139853,TCP,192.168.101.13,35588,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7139856,TCP,192.168.101.13,35588,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7136854,TCP,192.168.101.13,35618,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7136855,TCP,192.168.101.13,35618,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7137215,TCP,192.168.101.13,35594,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7137217,TCP,192.168.101.13,35594,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7136988,TCP,192.168.101.13,35616,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7136990,TCP,192.168.101.13,35616,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7128739,TCP,192.168.101.13,35630,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7128741,TCP,192.168.101.13,35630,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7122713,TCP,192.168.101.13,35642,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7122715,TCP,192.168.101.13,35642,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7131398,TCP,192.168.101.13,35650,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7131406,TCP,192.168.101.13,35650,192.168.100.174,21,Brute Force,Brute Force
None,44032429,UDP,192.168.100.77,8001,224.0.0.7,8001,BENIGN,BENIGN
None,0,UDP,192.168.100.103,46634,239.255.255.250,1900,BENIGN,BENIGN
None,0,UDP,192.168.100.103,46634,239.255.255.250,1900,BENIGN,BENIGN
None,40140079,Routing,192.168.100.55,0,224.0.0.22,0,BENIGN,BENIGN
None,46080576,UDP,192.168.100.77,8001,224.0.0.7,8001,BENIGN,BENIGN
[<Flag 24 (PA)>],50320830,TCP,192.168.100.178,8009,192.168.100.174,64884,BENIGN,BENIGN
None,612406,Routing,192.168.100.103,0,224.0.0.22,0,BENIGN,BENIGN
[<Flag 2 (S)>],5,TCP,192.168.101.13,55772,192.168.100.174,21,BENIGN,Brute Force
[<Flag 2 (S)>],4,TCP,192.168.101.13,55776,192.168.100.174,21,BENIGN,Brute Force
[<Flag 2 (S)>],9,TCP,192.168.101.13,55788,192.168.100.174,21,BENIGN,Brute Force
[<Flag 2 (S)>],3,TCP,192.168.101.13,55792,192.168.100.174,21,BENIGN,Brute Force
[<Flag 2 (S)>],1,TCP,192.168.101.13,55806,192.168.100.174,21,BENIGN,Brute Force
[<Flag 2 (S)>],8,TCP,192.168.101.13,55822,192.168.100.174,21,BENIGN,Brute Force
[<Flag 2 (S)>],3,TCP,192.168.101.13,55824,192.168.100.174,21,BENIGN,Brute Force
[<Flag 2 (S)>],6,TCP,192.168.101.13,55828,192.168.100.174,21,BENIGN,Brute Force
[<Flag 2 (S)>],10,TCP,192.168.101.13,55844,192.168.100.174,21,BENIGN,Brute Force
[<Flag 2 (S)>],17,TCP,192.168.101.13,55846,192.168.100.174,21,BENIGN,Brute Force
None,40959409,Routing,192.168.100.55,0,224.0.0.22,0,BENIGN,BENIGN
None,2048424,UDP,192.168.100.145,54357,239.255.255.250,1900,BENIGN,BENIGN
None,2048424,UDP,192.168.100.145,54357,239.255.255.250,1900,BENIGN,BENIGN
[<Flag 2 (S)>],1007746,TCP,192.168.101.13,55772,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1007755,TCP,192.168.101.13,55772,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1007728,TCP,192.168.101.13,55776,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1007731,TCP,192.168.101.13,55776,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1024678,TCP,192.168.101.13,55822,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1024683,TCP,192.168.101.13,55822,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1025261,TCP,192.168.101.13,55792,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1025263,TCP,192.168.101.13,55792,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1001531,TCP,192.168.101.13,55844,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1001538,TCP,192.168.101.13,55844,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1025510,TCP,192.168.101.13,55806,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1025513,TCP,192.168.101.13,55806,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1025819,TCP,192.168.101.13,55824,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1025826,TCP,192.168.101.13,55824,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1018274,TCP,192.168.101.13,55828,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1018277,TCP,192.168.101.13,55828,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1026808,TCP,192.168.101.13,55788,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1026809,TCP,192.168.101.13,55788,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1018851,TCP,192.168.101.13,55846,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1018860,TCP,192.168.101.13,55846,192.168.100.174,21,DoS/DDoS,Brute Force
None,48026278,UDP,192.168.100.77,8001,224.0.0.7,8001,BENIGN,BENIGN
[<Flag 2 (S)>],2031977,TCP,192.168.101.13,55772,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],2031987,TCP,192.168.101.13,55772,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],2031969,TCP,192.168.101.13,55776,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],2031972,TCP,192.168.101.13,55776,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],2053580,TCP,192.168.101.13,55792,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],2053589,TCP,192.168.101.13,55792,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],2053128,TCP,192.168.101.13,55824,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],2053131,TCP,192.168.101.13,55824,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],2053762,TCP,192.168.101.13,55806,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],2053764,TCP,192.168.101.13,55806,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],2029947,TCP,192.168.101.13,55844,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],2029949,TCP,192.168.101.13,55844,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],2054063,TCP,192.168.101.13,55788,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],2054065,TCP,192.168.101.13,55788,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],2045609,TCP,192.168.101.13,55828,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],2045610,TCP,192.168.101.13,55828,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],2053564,TCP,192.168.101.13,55822,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],2053566,TCP,192.168.101.13,55822,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],2042658,TCP,192.168.101.13,55846,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],2042667,TCP,192.168.101.13,55846,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],12,TCP,192.168.100.174,65048,52.113.194.132,443,BENIGN,BENIGN
[<Flag 18 (SA)>],23482,TCP,192.168.100.174,65048,52.113.194.132,443,BENIGN,BENIGN
[<Flag 16 (A)>],23586,TCP,192.168.100.174,65048,52.113.194.132,443,BENIGN,BENIGN
[<Flag 16 (A)>],23591,TCP,192.168.100.174,65048,52.113.194.132,443,BENIGN,BENIGN
[<Flag 24 (PA)>],24036,TCP,192.168.100.174,65048,52.113.194.132,443,BENIGN,BENIGN
[<Flag 24 (PA)>],24047,TCP,192.168.100.174,65048,52.113.194.132,443,BENIGN,BENIGN
[<Flag 16 (A)>],36052,TCP,192.168.100.174,65048,52.113.194.132,443,BENIGN,BENIGN
[<Flag 24 (PA)>],36664,TCP,192.168.100.174,65048,52.113.194.132,443,BENIGN,BENIGN
[<Flag 16 (A)>],36718,TCP,192.168.100.174,65048,52.113.194.132,443,BENIGN,BENIGN
[<Flag 16 (A)>],36722,TCP,192.168.100.174,65048,52.113.194.132,443,BENIGN,BENIGN
[<Flag 24 (PA)>],37359,TCP,192.168.100.174,65048,52.113.194.132,443,BENIGN,BENIGN
[<Flag 24 (PA)>],37367,TCP,192.168.100.174,65048,52.113.194.132,443,BENIGN,BENIGN
[<Flag 24 (PA)>],42763,TCP,192.168.100.174,65048,52.113.194.132,443,BENIGN,BENIGN
[<Flag 24 (PA)>],42788,TCP,192.168.100.174,65048,52.113.194.132,443,BENIGN,BENIGN
[<Flag 16 (A)>],52194,TCP,192.168.100.174,65048,52.113.194.132,443,BENIGN,BENIGN
[<Flag 16 (A)>],72128,TCP,192.168.100.174,65048,52.113.194.132,443,BENIGN,BENIGN
[<Flag 24 (PA)>],337888,TCP,192.168.100.174,65048,52.113.194.132,443,BENIGN,BENIGN
[<Flag 16 (A)>],337971,TCP,192.168.100.174,65048,52.113.194.132,443,BENIGN,BENIGN
[<Flag 16 (A)>],337976,TCP,192.168.100.174,65048,52.113.194.132,443,BENIGN,BENIGN
[<Flag 2 (S)>],3056435,TCP,192.168.101.13,55772,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],3056446,TCP,192.168.101.13,55772,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],3056771,TCP,192.168.101.13,55776,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],3056780,TCP,192.168.101.13,55776,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],3066007,TCP,192.168.101.13,55828,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],3066025,TCP,192.168.101.13,55828,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],3074150,TCP,192.168.101.13,55822,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],3074155,TCP,192.168.101.13,55822,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],3074059,TCP,192.168.101.13,55824,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],3074061,TCP,192.168.101.13,55824,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],3074743,TCP,192.168.101.13,55792,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],3074745,TCP,192.168.101.13,55792,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],3075025,TCP,192.168.101.13,55788,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],3075029,TCP,192.168.101.13,55788,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],3051237,TCP,192.168.101.13,55844,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],3051243,TCP,192.168.101.13,55844,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],3075201,TCP,192.168.101.13,55806,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],3075205,TCP,192.168.101.13,55806,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],3066034,TCP,192.168.101.13,55846,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],3066058,TCP,192.168.101.13,55846,192.168.100.174,21,DoS/DDoS,Brute Force
None,50074220,UDP,192.168.100.77,8001,224.0.0.7,8001,BENIGN,BENIGN
[<Flag 2 (S)>],4079447,TCP,192.168.101.13,55772,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],4079459,TCP,192.168.101.13,55772,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],4079427,TCP,192.168.101.13,55776,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],4079431,TCP,192.168.101.13,55776,192.168.100.174,21,DoS/DDoS,Brute Force
None,49970094,UDP,192.168.100.130,60549,239.255.255.250,1900,BENIGN,BENIGN
[<Flag 2 (S)>],4098336,TCP,192.168.101.13,55806,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],4098345,TCP,192.168.101.13,55806,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],4098496,TCP,192.168.101.13,55792,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],4098499,TCP,192.168.101.13,55792,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],4098051,TCP,192.168.101.13,55822,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],4098052,TCP,192.168.101.13,55822,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],4098706,TCP,192.168.101.13,55788,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],4098708,TCP,192.168.101.13,55788,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],4090233,TCP,192.168.101.13,55828,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],4090234,TCP,192.168.101.13,55828,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],4074702,TCP,192.168.101.13,55844,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],4074704,TCP,192.168.101.13,55844,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],4098758,TCP,192.168.101.13,55824,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],4098880,TCP,192.168.101.13,55824,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],4090944,TCP,192.168.101.13,55846,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],4090957,TCP,192.168.101.13,55846,192.168.100.174,21,DoS/DDoS,Brute Force
None,50072649,UDP,192.168.100.130,60549,239.255.255.250,1900,BENIGN,BENIGN
None,50174922,UDP,192.168.100.130,60549,239.255.255.250,1900,BENIGN,BENIGN
[<Flag 24 (PA)>],55333948,TCP,192.168.100.178,8009,192.168.100.174,64884,BENIGN,BENIGN
None,50073785,UDP,192.168.100.197,55720,239.255.255.250,1900,BENIGN,BENIGN
None,50176311,UDP,192.168.100.197,55720,239.255.255.250,1900,BENIGN,BENIGN
[<Flag 2 (S)>],5103926,TCP,192.168.101.13,55772,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],5103948,TCP,192.168.101.13,55772,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],5109662,TCP,192.168.101.13,55776,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],5109682,TCP,192.168.101.13,55776,192.168.100.174,21,Brute Force,Brute Force
None,50280574,UDP,192.168.100.197,55720,239.255.255.250,1900,BENIGN,BENIGN
[<Flag 24 (PA)>],39936095,TCP,104.18.32.115,443,192.168.100.174,64055,BENIGN,BENIGN
[<Flag 24 (PA)>],39936477,TCP,104.18.32.115,443,192.168.100.174,64055,BENIGN,BENIGN
[<Flag 24 (PA)>],39936488,TCP,104.18.32.115,443,192.168.100.174,64055,BENIGN,BENIGN
[<Flag 2 (S)>],5113894,TCP,192.168.101.13,55828,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],5113901,TCP,192.168.101.13,55828,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],5122479,TCP,192.168.101.13,55788,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],5122481,TCP,192.168.101.13,55788,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],5125030,TCP,192.168.101.13,55822,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],5125038,TCP,192.168.101.13,55822,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],5125133,TCP,192.168.101.13,55824,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],5125136,TCP,192.168.101.13,55824,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],5125907,TCP,192.168.101.13,55792,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],5125909,TCP,192.168.101.13,55792,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],5102280,TCP,192.168.101.13,55844,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],5102292,TCP,192.168.101.13,55844,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],5126275,TCP,192.168.101.13,55806,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],5126279,TCP,192.168.101.13,55806,192.168.100.174,21,Brute Force,Brute Force
[<Flag 16 (A)>],39958087,TCP,104.18.32.115,443,192.168.100.174,64055,BENIGN,BENIGN
[<Flag 2 (S)>],5115129,TCP,192.168.101.13,55846,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],5115141,TCP,192.168.101.13,55846,192.168.100.174,21,Brute Force,Brute Force
None,52019866,UDP,192.168.100.77,8001,224.0.0.7,8001,BENIGN,BENIGN
[<Flag 2 (S)>],7120713,TCP,192.168.101.13,55772,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7120732,TCP,192.168.101.13,55772,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7127835,TCP,192.168.101.13,55776,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7127848,TCP,192.168.101.13,55776,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7137928,TCP,192.168.101.13,55806,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7137941,TCP,192.168.101.13,55806,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7138140,TCP,192.168.101.13,55792,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7138144,TCP,192.168.101.13,55792,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7137548,TCP,192.168.101.13,55824,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7137550,TCP,192.168.101.13,55824,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7137740,TCP,192.168.101.13,55822,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7137742,TCP,192.168.101.13,55822,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7138405,TCP,192.168.101.13,55788,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7138407,TCP,192.168.101.13,55788,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7129943,TCP,192.168.101.13,55828,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7129945,TCP,192.168.101.13,55828,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7114437,TCP,192.168.101.13,55844,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7114440,TCP,192.168.101.13,55844,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7131138,TCP,192.168.101.13,55846,192.168.100.174,21,Brute Force,Brute Force
[<Flag 2 (S)>],7131159,TCP,192.168.101.13,55846,192.168.100.174,21,Brute Force,Brute Force
None,54067994,UDP,192.168.100.77,8001,224.0.0.7,8001,BENIGN,BENIGN
[<Flag 2 (S)>],9,TCP,192.168.100.174,65049,119.46.207.80,80,BENIGN,BENIGN
[<Flag 18 (SA)>],23232,TCP,192.168.100.174,65049,119.46.207.80,80,BENIGN,BENIGN
[<Flag 18 (SA)>],23232,TCP,192.168.100.174,65049,119.46.207.80,80,BENIGN,BENIGN
[<Flag 16 (A)>],23312,TCP,192.168.100.174,65049,119.46.207.80,80,BENIGN,BENIGN
[<Flag 16 (A)>],23316,TCP,192.168.100.174,65049,119.46.207.80,80,BENIGN,BENIGN
[<Flag 24 (PA)>],23535,TCP,192.168.100.174,65049,119.46.207.80,80,BENIGN,BENIGN
[<Flag 24 (PA)>],23540,TCP,192.168.100.174,65049,119.46.207.80,80,BENIGN,BENIGN
[<Flag 16 (A)>],29985,TCP,192.168.100.174,65049,119.46.207.80,80,BENIGN,BENIGN
[<Flag 24 (PA)>],30570,TCP,192.168.100.174,65049,119.46.207.80,80,BENIGN,BENIGN
[<Flag 17 (FA)>],30663,TCP,192.168.100.174,65049,119.46.207.80,80,BENIGN,BENIGN
[<Flag 17 (FA)>],14570,TCP,192.168.100.174,65049,119.46.207.80,80,BENIGN,BENIGN
None,60104119,UDP,192.168.100.85,45500,239.255.255.250,1900,BENIGN,BENIGN
None,60104119,UDP,192.168.100.85,45500,239.255.255.250,1900,BENIGN,BENIGN
[<Flag 17 (FA)>],244753,TCP,119.46.207.80,80,192.168.100.174,65049,BENIGN,BENIGN
[<Flag 16 (A)>],3,TCP,192.168.100.174,65049,119.46.207.80,80,BENIGN,BENIGN
None,60823706,UDP,192.168.100.119,17500,255.255.255.255,17500,BENIGN,BENIGN
None,60827959,UDP,192.168.100.119,17500,255.255.255.255,17500,BENIGN,BENIGN
None,60827959,UDP,192.168.100.119,17500,255.255.255.255,17500,BENIGN,BENIGN
None,60827959,UDP,192.168.100.119,17500,255.255.255.255,17500,BENIGN,BENIGN
None,60926950,UDP,192.168.100.119,17500,192.168.101.255,17500,BENIGN,BENIGN
None,60931695,UDP,192.168.100.119,17500,255.255.255.255,17500,BENIGN,BENIGN
None,60931695,UDP,192.168.100.119,17500,255.255.255.255,17500,BENIGN,BENIGN
None,40147053,UDP,192.168.101.4,57621,192.168.101.255,57621,BENIGN,BENIGN
None,56018821,UDP,192.168.100.77,8001,224.0.0.7,8001,BENIGN,BENIGN
[<Flag 24 (PA)>],60358777,TCP,192.168.100.178,8009,192.168.100.174,64884,BENIGN,BENIGN
[<Flag 2 (S)>],13,TCP,192.168.101.13,50502,192.168.100.174,21,BENIGN,Brute Force
[<Flag 2 (S)>],11,TCP,192.168.101.13,50510,192.168.100.174,21,BENIGN,Brute Force
[<Flag 2 (S)>],13,TCP,192.168.101.13,50514,192.168.100.174,21,BENIGN,Brute Force
[<Flag 2 (S)>],9,TCP,192.168.101.13,50528,192.168.100.174,21,BENIGN,Brute Force
[<Flag 2 (S)>],5,TCP,192.168.101.13,50542,192.168.100.174,21,BENIGN,Brute Force
[<Flag 2 (S)>],6,TCP,192.168.101.13,50548,192.168.100.174,21,BENIGN,Brute Force
[<Flag 2 (S)>],7,TCP,192.168.101.13,50554,192.168.100.174,21,BENIGN,Brute Force
[<Flag 2 (S)>],10,TCP,192.168.101.13,50568,192.168.100.174,21,BENIGN,Brute Force
[<Flag 2 (S)>],15,TCP,192.168.101.13,50582,192.168.100.174,21,BENIGN,Brute Force
[<Flag 2 (S)>],13,TCP,192.168.101.13,50584,192.168.100.174,21,BENIGN,Brute Force
None,60109895,UDP,192.168.100.172,54694,239.255.255.250,1900,BENIGN,BENIGN
None,59904287,UDP,192.168.100.1,49162,255.255.255.255,5678,BENIGN,BENIGN
None,59904287,IPv6,fe80::6e3b:6bff:fee6:9ffd,5678,ff02::1,5678,BENIGN,BENIGN
[<Flag 2 (S)>],1005616,TCP,192.168.101.13,50510,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1005629,TCP,192.168.101.13,50510,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1009325,TCP,192.168.101.13,50502,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1009338,TCP,192.168.101.13,50502,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1020472,TCP,192.168.101.13,50568,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1020486,TCP,192.168.101.13,50568,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1022390,TCP,192.168.101.13,50528,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1022396,TCP,192.168.101.13,50528,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1022849,TCP,192.168.101.13,50514,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1022852,TCP,192.168.101.13,50514,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1022074,TCP,192.168.101.13,50548,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1022077,TCP,192.168.101.13,50548,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1022360,TCP,192.168.101.13,50542,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1022363,TCP,192.168.101.13,50542,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1021861,TCP,192.168.101.13,50554,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1021863,TCP,192.168.101.13,50554,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1017412,TCP,192.168.101.13,50582,192.168.100.174,21,DoS/DDoS,Brute Force
[<Flag 2 (S)>],1017426,TCP,192.168.101.13,50582,192.168.100.174,21,DoS/DDoS,Brute Force
